run_id,timestamp_local,optimizer,iteration,cost,maxiter,n_dim,elapsed_seconds
20260318_111348,2026-03-18T11:14:19,SPSA,1,1.116976001282165,300,2,30.780542
20260318_111348,2026-03-18T11:14:21,SPSA,2,1.1458302932644904,300,2,32.65145
20260318_111348,2026-03-18T11:14:23,SPSA,3,1.2147476265694153,300,2,34.625505
20260318_111348,2026-03-18T11:14:25,SPSA,4,1.2034817721728337,300,2,36.590442
20260318_111348,2026-03-18T11:14:27,SPSA,5,1.1917819262421068,300,2,38.564172
20260318_111348,2026-03-18T11:14:29,SPSA,6,1.1179178015608733,300,2,40.572185
20260318_111348,2026-03-18T11:14:31,SPSA,7,0.9461351692318222,300,2,42.548563
20260318_111348,2026-03-18T11:14:33,SPSA,8,0.9246594142220651,300,2,44.759089
20260318_111348,2026-03-18T11:14:35,SPSA,9,0.9248348310671861,300,2,46.787398
20260318_111348,2026-03-18T11:14:37,SPSA,10,0.8379276825610834,300,2,48.804527
20260318_111348,2026-03-18T11:14:39,SPSA,11,0.7702927025067106,300,2,50.824946
20260318_111348,2026-03-18T11:14:41,SPSA,12,0.7403934481852059,300,2,52.920418
20260318_111348,2026-03-18T11:14:43,SPSA,13,0.7329869092311014,300,2,54.94024
20260318_111348,2026-03-18T11:14:45,SPSA,14,0.727551956568113,300,2,56.817643
20260318_111348,2026-03-18T11:14:47,SPSA,15,0.72749198686666,300,2,58.736457
20260318_111348,2026-03-18T11:14:49,SPSA,16,0.69967329420643,300,2,60.64951
20260318_111348,2026-03-18T11:14:51,SPSA,17,0.6867411097242458,300,2,62.607676
20260318_111348,2026-03-18T11:14:53,SPSA,18,0.6794264361751081,300,2,64.936007
20260318_111348,2026-03-18T11:14:55,SPSA,19,0.6793564795118834,300,2,66.989857
20260318_111348,2026-03-18T11:14:57,SPSA,20,0.6783627781353028,300,2,68.955172
20260318_111348,2026-03-18T11:14:59,SPSA,21,0.6773853972553892,300,2,70.935417
20260318_111348,2026-03-18T11:15:01,SPSA,22,0.6773372837155278,300,2,72.937784
20260318_111348,2026-03-18T11:15:03,SPSA,23,0.6724433787960489,300,2,74.886534
20260318_111348,2026-03-18T11:15:05,SPSA,24,0.6711661425660632,300,2,76.875789
20260318_111348,2026-03-18T11:15:07,SPSA,25,0.6711849040189232,300,2,78.91139
20260318_111348,2026-03-18T11:15:09,SPSA,26,0.6710605335384521,300,2,80.875902
20260318_111348,2026-03-18T11:15:11,SPSA,27,0.6686357560248564,300,2,83.052077
20260318_111348,2026-03-18T11:15:13,SPSA,28,0.6683970037926197,300,2,85.05081
20260318_111348,2026-03-18T11:15:15,SPSA,29,0.666912889877703,300,2,87.170563
20260318_111348,2026-03-18T11:15:18,SPSA,30,0.6669101847803846,300,2,89.343061
20260318_111348,2026-03-18T11:15:20,SPSA,31,0.6666446471625294,300,2,91.637712
20260318_111348,2026-03-18T11:15:22,SPSA,32,0.6666371157117955,300,2,94.10133
20260318_111348,2026-03-18T11:15:25,SPSA,33,0.6666552634752911,300,2,96.527785
20260318_111348,2026-03-18T11:15:27,SPSA,34,0.6666418742027663,300,2,99.00606
20260318_111348,2026-03-18T11:15:30,SPSA,35,0.6665019290545718,300,2,101.37235
20260318_111348,2026-03-18T11:15:32,SPSA,36,0.6662734678109437,300,2,103.801128
20260318_111348,2026-03-18T11:15:35,SPSA,37,0.6662762254664223,300,2,106.416403
20260318_111348,2026-03-18T11:15:37,SPSA,38,0.6662193413538742,300,2,108.767148
20260318_111348,2026-03-18T11:15:39,SPSA,39,0.6658531612146069,300,2,110.69941
20260318_111348,2026-03-18T11:15:41,SPSA,40,0.6655455841277939,300,2,112.619173
20260318_111348,2026-03-18T11:15:43,SPSA,41,0.665530653210674,300,2,114.55077
20260318_111348,2026-03-18T11:15:45,SPSA,42,0.6648381015805236,300,2,116.537673
20260318_111348,2026-03-18T11:15:47,SPSA,43,0.664377293837473,300,2,118.57769
20260318_111348,2026-03-18T11:15:49,SPSA,44,0.6637681352144625,300,2,120.505435
20260318_111348,2026-03-18T11:15:51,SPSA,45,0.6636415347389906,300,2,122.462309
20260318_111348,2026-03-18T11:15:53,SPSA,46,0.6636565700433755,300,2,124.425676
20260318_111348,2026-03-18T11:15:55,SPSA,47,0.663372734397338,300,2,126.513856
20260318_111348,2026-03-18T11:15:57,SPSA,48,0.6633332988434142,300,2,128.510468
20260318_111348,2026-03-18T11:15:59,SPSA,49,0.6630122824306062,300,2,130.519928
20260318_111348,2026-03-18T11:16:01,SPSA,50,0.6628217193264961,300,2,132.582829
20260318_111348,2026-03-18T11:16:03,SPSA,51,0.662805561247655,300,2,134.655997
20260318_111348,2026-03-18T11:16:05,SPSA,52,0.6627964781182252,300,2,136.754607
20260318_111348,2026-03-18T11:16:07,SPSA,53,0.6628012847173383,300,2,138.991612
20260318_111348,2026-03-18T11:16:09,SPSA,54,0.6627199461072698,300,2,141.307543
20260318_111348,2026-03-18T11:16:12,SPSA,55,0.6625666412750377,300,2,143.714118
20260318_111348,2026-03-18T11:16:14,SPSA,56,0.6624676407727719,300,2,146.290773
20260318_111348,2026-03-18T11:16:17,SPSA,57,0.6622287774870752,300,2,148.728506
20260318_111348,2026-03-18T11:16:19,SPSA,58,0.6620066287646479,300,2,151.104751
20260318_111348,2026-03-18T11:16:22,SPSA,59,0.6619436967325564,300,2,153.518497
20260318_111348,2026-03-18T11:16:24,SPSA,60,0.6619344917954416,300,2,155.958553
20260318_111348,2026-03-18T11:16:26,SPSA,61,0.661918593232559,300,2,157.991324
20260318_111348,2026-03-18T11:16:28,SPSA,62,0.6617221061476851,300,2,160.063543
20260318_111348,2026-03-18T11:16:30,SPSA,63,0.6615850920437976,300,2,162.052766
20260318_111348,2026-03-18T11:16:32,SPSA,64,0.6615893206373303,300,2,164.051639
20260318_111348,2026-03-18T11:16:34,SPSA,65,0.6615937944847167,300,2,166.006654
20260318_111348,2026-03-18T11:16:36,SPSA,66,0.6615509292331783,300,2,168.236569
20260318_111348,2026-03-18T11:16:38,SPSA,67,0.6615573982749671,300,2,170.207833
20260318_111348,2026-03-18T11:16:40,SPSA,68,0.6615628452447987,300,2,172.153598
20260318_111348,2026-03-18T11:16:42,SPSA,69,0.6615568648539235,300,2,174.260922
20260318_111348,2026-03-18T11:16:45,SPSA,70,0.6615534937791218,300,2,176.356691
20260318_111348,2026-03-18T11:16:47,SPSA,71,0.6614332586231383,300,2,178.516235
20260318_111348,2026-03-18T11:16:49,SPSA,72,0.6613595673094542,300,2,180.781663
20260318_111348,2026-03-18T11:16:51,SPSA,73,0.6613050332125979,300,2,183.167959
20260318_111348,2026-03-18T11:16:54,SPSA,74,0.6612559457542136,300,2,185.622319
20260318_111348,2026-03-18T11:16:56,SPSA,75,0.6612246204287985,300,2,187.941138
20260318_111348,2026-03-18T11:16:59,SPSA,76,0.6611590275407315,300,2,190.657209
20260318_111348,2026-03-18T11:17:01,SPSA,77,0.6611445288249834,300,2,193.073998
20260318_111348,2026-03-18T11:17:04,SPSA,78,0.661094728876114,300,2,195.573126
20260318_111348,2026-03-18T11:17:06,SPSA,79,0.6610714819038528,300,2,197.981214
20260318_111348,2026-03-18T11:17:08,SPSA,80,0.6610415564695886,300,2,200.087658
20260318_111348,2026-03-18T11:17:10,SPSA,81,0.6610483025633599,300,2,202.026619
20260318_111348,2026-03-18T11:17:12,SPSA,82,0.6610432964428972,300,2,203.969471
20260318_111348,2026-03-18T11:17:14,SPSA,83,0.6609944272564952,300,2,205.921515
20260318_111348,2026-03-18T11:17:16,SPSA,84,0.6610032320726792,300,2,207.874701
20260318_111348,2026-03-18T11:17:18,SPSA,85,0.6610034731734941,300,2,210.108356
20260318_111348,2026-03-18T11:17:20,SPSA,86,0.6610036009942323,300,2,212.179118
20260318_111348,2026-03-18T11:17:22,SPSA,87,0.66100867663828,300,2,214.291911
20260318_111348,2026-03-18T11:17:25,SPSA,88,0.6609884845798483,300,2,216.375734
20260318_111348,2026-03-18T11:17:27,SPSA,89,0.6609707659331725,300,2,218.464117
20260318_111348,2026-03-18T11:17:29,SPSA,90,0.6609347241890126,300,2,220.631787
20260318_111348,2026-03-18T11:17:31,SPSA,91,0.6609101789681692,300,2,222.900535
20260318_111348,2026-03-18T11:17:33,SPSA,92,0.660914798159267,300,2,225.245126
20260318_111348,2026-03-18T11:17:36,SPSA,93,0.6608991665729469,300,2,227.550552
20260318_111348,2026-03-18T11:17:38,SPSA,94,0.6609031358454683,300,2,229.894856
20260318_111348,2026-03-18T11:17:41,SPSA,95,0.6608912950856606,300,2,232.414619
20260318_111348,2026-03-18T11:17:43,SPSA,96,0.660881370635373,300,2,234.739294
20260318_111348,2026-03-18T11:17:45,SPSA,97,0.6608856866527705,300,2,237.154828
20260318_111348,2026-03-18T11:17:47,SPSA,98,0.6608865391887667,300,2,239.125802
20260318_111348,2026-03-18T11:17:49,SPSA,99,0.6608597291831635,300,2,240.992363
20260318_111348,2026-03-18T11:17:51,SPSA,100,0.6608488983483247,300,2,242.914724
20260318_111348,2026-03-18T11:17:53,SPSA,101,0.6608520257952438,300,2,244.815859
20260318_111348,2026-03-18T11:17:55,SPSA,102,0.6608454163384664,300,2,246.716894
20260318_111348,2026-03-18T11:17:57,SPSA,103,0.66083061020839,300,2,248.629084
20260318_111348,2026-03-18T11:17:59,SPSA,104,0.6608277756376952,300,2,250.671426
20260318_111348,2026-03-18T11:18:01,SPSA,105,0.6608199841302133,300,2,252.879103
20260318_111348,2026-03-18T11:18:03,SPSA,106,0.6608246383975994,300,2,255.004043
20260318_111348,2026-03-18T11:18:06,SPSA,107,0.6608200198556042,300,2,257.329982
20260318_111348,2026-03-18T11:18:08,SPSA,108,0.6608216803838368,300,2,259.658444
20260318_111348,2026-03-18T11:18:10,SPSA,109,0.6608223311683413,300,2,261.978398
20260318_111348,2026-03-18T11:18:12,SPSA,110,0.6608197021992944,300,2,264.280862
20260318_111348,2026-03-18T11:18:15,SPSA,111,0.6608203624419231,300,2,266.576905
20260318_111348,2026-03-18T11:18:17,SPSA,112,0.6608209750828484,300,2,268.888898
20260318_111348,2026-03-18T11:18:19,SPSA,113,0.660819042406306,300,2,271.203154
20260318_111348,2026-03-18T11:18:22,SPSA,114,0.6608001528677829,300,2,273.384061
20260318_111348,2026-03-18T11:18:24,SPSA,115,0.660803229559728,300,2,275.470483
20260318_111348,2026-03-18T11:18:26,SPSA,116,0.6607979620991264,300,2,277.4027
20260318_111348,2026-03-18T11:18:28,SPSA,117,0.6607951353204864,300,2,279.334396
20260318_111348,2026-03-18T11:18:29,SPSA,118,0.6607999170257205,300,2,281.260813
20260318_111348,2026-03-18T11:18:31,SPSA,119,0.6607967922610313,300,2,283.266798
20260318_111348,2026-03-18T11:18:33,SPSA,120,0.6607836028514673,300,2,285.144492
20260318_111348,2026-03-18T11:18:35,SPSA,121,0.6607765599725542,300,2,287.084223
20260318_111348,2026-03-18T11:18:37,SPSA,122,0.6607644590226823,300,2,289.13598
20260318_111348,2026-03-18T11:18:39,SPSA,123,0.6607597014353178,300,2,291.264174
20260318_111348,2026-03-18T11:18:42,SPSA,124,0.660762463975326,300,2,293.722018
20260318_111348,2026-03-18T11:18:44,SPSA,125,0.6607635083358079,300,2,296.022586
20260318_111348,2026-03-18T11:18:47,SPSA,126,0.6607592146810845,300,2,298.337471
20260318_111348,2026-03-18T11:18:49,SPSA,127,0.6607561645456227,300,2,300.663717
20260318_111348,2026-03-18T11:18:51,SPSA,128,0.6607573495845501,300,2,303.248422
20260318_111348,2026-03-18T11:18:54,SPSA,129,0.6607529108127372,300,2,305.615396
20260318_111348,2026-03-18T11:18:56,SPSA,130,0.6607508755328181,300,2,307.976821
20260318_111348,2026-03-18T11:18:58,SPSA,131,0.6607451494159307,300,2,310.005188
20260318_111348,2026-03-18T11:19:00,SPSA,132,0.6607464757682877,300,2,312.118397
20260318_111348,2026-03-18T11:19:02,SPSA,133,0.6607476830447251,300,2,314.175321
20260318_111348,2026-03-18T11:19:05,SPSA,134,0.6607437289393459,300,2,316.482615
20260318_111348,2026-03-18T11:19:07,SPSA,135,0.6607449416222625,300,2,319.268489
20260318_111348,2026-03-18T11:19:10,SPSA,136,0.6607453837039818,300,2,322.078847
20260318_111348,2026-03-18T11:19:12,SPSA,137,0.6607434970561056,300,2,324.246647
20260318_111348,2026-03-18T11:19:15,SPSA,138,0.6607449055328228,300,2,326.849037
20260318_111348,2026-03-18T11:19:18,SPSA,139,0.6607456873875602,300,2,329.942008
20260318_111348,2026-03-18T11:19:21,SPSA,140,0.6607479612256825,300,2,333.129052
20260318_111348,2026-03-18T11:19:24,SPSA,141,0.6607441209357154,300,2,336.276132
20260318_111348,2026-03-18T11:19:27,SPSA,142,0.6607401169140377,300,2,339.045158
20260318_111348,2026-03-18T11:19:30,SPSA,143,0.6607332133338621,300,2,341.927144
20260318_111348,2026-03-18T11:19:33,SPSA,144,0.6607333848381313,300,2,344.643579
20260318_111348,2026-03-18T11:19:35,SPSA,145,0.6607287926828367,300,2,347.185889
20260318_111348,2026-03-18T11:19:38,SPSA,146,0.6607274799615532,300,2,349.731924
20260318_111348,2026-03-18T11:19:40,SPSA,147,0.6607261120240199,300,2,352.182997
20260318_111348,2026-03-18T11:19:43,SPSA,148,0.6607248572897158,300,2,354.719247
20260318_111348,2026-03-18T11:19:45,SPSA,149,0.6607267678744552,300,2,356.871397
20260318_111348,2026-03-18T11:19:47,SPSA,150,0.6607277780510264,300,2,358.935094
20260318_111348,2026-03-18T11:19:49,SPSA,151,0.6607254823014358,300,2,360.906592
20260318_111348,2026-03-18T11:19:51,SPSA,152,0.6607233763236132,300,2,362.889338
20260318_111348,2026-03-18T11:19:53,SPSA,153,0.6607196970171149,300,2,365.060021
20260318_111348,2026-03-18T11:19:55,SPSA,154,0.6607194637825893,300,2,367.016524
20260318_111348,2026-03-18T11:19:57,SPSA,155,0.660718942340431,300,2,369.041088
20260318_111348,2026-03-18T11:19:59,SPSA,156,0.6607133076097977,300,2,371.07223
20260318_111348,2026-03-18T11:20:01,SPSA,157,0.6607153767490189,300,2,373.108
20260318_111348,2026-03-18T11:20:04,SPSA,158,0.6607120081680772,300,2,375.33496
20260318_111348,2026-03-18T11:20:06,SPSA,159,0.6607104983398048,300,2,377.584848
20260318_111348,2026-03-18T11:20:08,SPSA,160,0.6607138553661901,300,2,380.268438
20260318_111348,2026-03-18T11:20:11,SPSA,161,0.6607149127434446,300,2,383.00831
20260318_111348,2026-03-18T11:20:14,SPSA,162,0.6607149417425902,300,2,385.74779
20260318_111348,2026-03-18T11:20:17,SPSA,163,0.6607128310594876,300,2,388.584341
20260318_111348,2026-03-18T11:20:19,SPSA,164,0.6607093634770351,300,2,391.062775
20260318_111348,2026-03-18T11:20:22,SPSA,165,0.660712552560197,300,2,393.632587
20260318_111348,2026-03-18T11:20:24,SPSA,166,0.660713570475948,300,2,396.002106
20260318_111348,2026-03-18T11:20:27,SPSA,167,0.6607107308024587,300,2,398.35513
20260318_111348,2026-03-18T11:20:29,SPSA,168,0.6607135933887904,300,2,400.853918
20260318_111348,2026-03-18T11:20:31,SPSA,169,0.6607155735445497,300,2,403.132042
20260318_111348,2026-03-18T11:20:33,SPSA,170,0.6607171527794589,300,2,405.166268
20260318_111348,2026-03-18T11:20:36,SPSA,171,0.6607190168610866,300,2,407.900518
20260318_111348,2026-03-18T11:20:39,SPSA,172,0.6607200475805601,300,2,410.581209
20260318_111348,2026-03-18T11:20:41,SPSA,173,0.6607230867879025,300,2,413.161511
20260318_111348,2026-03-18T11:20:44,SPSA,174,0.6607249757647109,300,2,416.241562
20260318_111348,2026-03-18T11:20:47,SPSA,175,0.6607244551454607,300,2,418.686939
20260318_111348,2026-03-18T11:20:49,SPSA,176,0.6607233833573091,300,2,421.169739
20260318_111348,2026-03-18T11:20:52,SPSA,177,0.6607229265262836,300,2,423.833134
20260318_111348,2026-03-18T11:20:55,SPSA,178,0.6607241707836835,300,2,426.367433
20260318_111348,2026-03-18T11:20:57,SPSA,179,0.6607266937778893,300,2,428.860406
20260318_111348,2026-03-18T11:20:59,SPSA,180,0.6607260036890727,300,2,431.290686
20260318_111348,2026-03-18T11:21:02,SPSA,181,0.6607221831044202,300,2,433.821747
20260318_111348,2026-03-18T11:21:05,SPSA,182,0.6607213549815526,300,2,436.529291
20260318_111348,2026-03-18T11:21:07,SPSA,183,0.6607195819635484,300,2,438.924333
20260318_111348,2026-03-18T11:21:09,SPSA,184,0.6607192119337927,300,2,440.927737
20260318_111348,2026-03-18T11:21:11,SPSA,185,0.6607186638998747,300,2,442.856838
20260318_111348,2026-03-18T11:21:13,SPSA,186,0.6607205848189579,300,2,444.834011
20260318_111348,2026-03-18T11:21:15,SPSA,187,0.6607191642873557,300,2,446.797363
20260318_111348,2026-03-18T11:21:17,SPSA,188,0.660718001552778,300,2,448.874062
20260318_111348,2026-03-18T11:21:19,SPSA,189,0.660717512953764,300,2,451.222484
20260318_111348,2026-03-18T11:21:22,SPSA,190,0.6607143422660328,300,2,453.796637
20260318_111348,2026-03-18T11:21:24,SPSA,191,0.6607182226518024,300,2,455.890831
20260318_111348,2026-03-18T11:21:26,SPSA,192,0.660715792271995,300,2,458.184859
20260318_111348,2026-03-18T11:21:29,SPSA,193,0.660717474753942,300,2,460.60448
20260318_111348,2026-03-18T11:21:31,SPSA,194,0.6607218866874162,300,2,463.190238
20260318_111348,2026-03-18T11:21:34,SPSA,195,0.6607211517135647,300,2,465.732153
20260318_111348,2026-03-18T11:21:36,SPSA,196,0.6607120840259424,300,2,468.134801
20260318_111348,2026-03-18T11:21:39,SPSA,197,0.6607009499096308,300,2,470.511793
20260318_111348,2026-03-18T11:21:41,SPSA,198,0.6607042457323715,300,2,472.874035
20260318_111348,2026-03-18T11:21:44,SPSA,199,0.6607045739615413,300,2,475.341189
20260318_111348,2026-03-18T11:21:46,SPSA,200,0.6607058151193018,300,2,477.65826
20260318_111348,2026-03-18T11:21:49,SPSA,201,0.6607074236873093,300,2,480.436721
20260318_111348,2026-03-18T11:21:51,SPSA,202,0.6607098850494674,300,2,483.128736
20260318_111348,2026-03-18T11:21:54,SPSA,203,0.6607098519114873,300,2,485.732796
20260318_111348,2026-03-18T11:21:56,SPSA,204,0.6607125548230931,300,2,488.224635
20260318_111348,2026-03-18T11:21:58,SPSA,205,0.6607132544482911,300,2,490.215625
20260318_111348,2026-03-18T11:22:01,SPSA,206,0.6607060561846032,300,2,492.340503
20260318_111348,2026-03-18T11:22:03,SPSA,207,0.6607083819732,300,2,494.38822
20260318_111348,2026-03-18T11:22:05,SPSA,208,0.6607027908326895,300,2,496.348045
20260318_111348,2026-03-18T11:22:07,SPSA,209,0.6606998742764408,300,2,498.410955
20260318_111348,2026-03-18T11:22:09,SPSA,210,0.6607016081673203,300,2,500.67303
20260318_111348,2026-03-18T11:22:11,SPSA,211,0.6607010124148317,300,2,503.102423
20260318_111348,2026-03-18T11:22:14,SPSA,212,0.6606984249792308,300,2,505.338196
20260318_111348,2026-03-18T11:22:16,SPSA,213,0.6606922028967799,300,2,507.710688
20260318_111348,2026-03-18T11:22:18,SPSA,214,0.6606876094394041,300,2,510.286785
20260318_111348,2026-03-18T11:22:21,SPSA,215,0.6606867874331647,300,2,512.777447
20260318_111348,2026-03-18T11:22:23,SPSA,216,0.6606862761960989,300,2,515.251418
20260318_111348,2026-03-18T11:22:26,SPSA,217,0.6606869173740776,300,2,517.662439
20260318_111348,2026-03-18T11:22:28,SPSA,218,0.6606857752903983,300,2,520.08729
20260318_111348,2026-03-18T11:22:31,SPSA,219,0.6606862861186954,300,2,522.612599
20260318_111348,2026-03-18T11:22:33,SPSA,220,0.6606852059085849,300,2,525.093214
20260318_111348,2026-03-18T11:22:36,SPSA,221,0.6606857730066628,300,2,527.696032
20260318_111348,2026-03-18T11:22:38,SPSA,222,0.6606864332476237,300,2,530.122513
20260318_111348,2026-03-18T11:22:41,SPSA,223,0.6606856806756264,300,2,532.512736
20260318_111348,2026-03-18T11:22:43,SPSA,224,0.6606867746238031,300,2,534.953738
20260318_111348,2026-03-18T11:22:45,SPSA,225,0.6606859055962552,300,2,537.233684
20260318_111348,2026-03-18T11:22:47,SPSA,226,0.6606855488275392,300,2,539.217939
20260318_111348,2026-03-18T11:22:49,SPSA,227,0.66068508802309,300,2,541.196278
20260318_111348,2026-03-18T11:22:51,SPSA,228,0.6606847850303862,300,2,543.191934
20260318_111348,2026-03-18T11:22:53,SPSA,229,0.6606854699214941,300,2,545.269581
20260318_111348,2026-03-18T11:22:56,SPSA,230,0.6606853547090801,300,2,547.513737
20260318_111348,2026-03-18T11:22:58,SPSA,231,0.6606859090835099,300,2,549.575135
20260318_111348,2026-03-18T11:23:00,SPSA,232,0.6606860511405418,300,2,551.585856
20260318_111348,2026-03-18T11:23:02,SPSA,233,0.6606850069375686,300,2,553.622294
20260318_111348,2026-03-18T11:23:04,SPSA,234,0.6606842040300576,300,2,555.849251
20260318_111348,2026-03-18T11:23:06,SPSA,235,0.6606846799315303,300,2,558.065835
20260318_111348,2026-03-18T11:23:09,SPSA,236,0.6606823955782406,300,2,560.592237
20260318_111348,2026-03-18T11:23:11,SPSA,237,0.6606816310484982,300,2,563.156711
20260318_111348,2026-03-18T11:23:14,SPSA,238,0.6606807979171825,300,2,565.545559
20260318_111348,2026-03-18T11:23:16,SPSA,239,0.660681818713926,300,2,568.007736
20260318_111348,2026-03-18T11:23:19,SPSA,240,0.6606804451095556,300,2,570.672291
20260318_111348,2026-03-18T11:23:21,SPSA,241,0.6606808513393403,300,2,573.258378
20260318_111348,2026-03-18T11:23:24,SPSA,242,0.6606811215678852,300,2,575.856971
20260318_111348,2026-03-18T11:23:27,SPSA,243,0.6606787158081511,300,2,578.371688
20260318_111348,2026-03-18T11:23:29,SPSA,244,0.6606785899577933,300,2,580.962171
20260318_111348,2026-03-18T11:23:32,SPSA,245,0.6606787942449293,300,2,583.486959
20260318_111348,2026-03-18T11:23:34,SPSA,246,0.6606780539626856,300,2,585.991407
20260318_111348,2026-03-18T11:23:36,SPSA,247,0.6606793696197645,300,2,588.028497
20260318_111348,2026-03-18T11:23:38,SPSA,248,0.6606812138570239,300,2,589.963304
20260318_111348,2026-03-18T11:23:40,SPSA,249,0.6606809716782657,300,2,591.982607
20260318_111348,2026-03-18T11:23:42,SPSA,250,0.6606809806457131,300,2,594.063643
20260318_111348,2026-03-18T11:23:44,SPSA,251,0.660680988894662,300,2,595.983132
20260318_111348,2026-03-18T11:23:46,SPSA,252,0.6606827724693997,300,2,597.888082
20260318_111348,2026-03-18T11:23:48,SPSA,253,0.6606825439560304,300,2,599.890695
20260318_111348,2026-03-18T11:23:50,SPSA,254,0.6606846121641229,300,2,601.97828
20260318_111348,2026-03-18T11:23:52,SPSA,255,0.6606865980524197,300,2,604.067238
20260318_111348,2026-03-18T11:23:54,SPSA,256,0.6606838101274485,300,2,606.29927
20260318_111348,2026-03-18T11:23:57,SPSA,257,0.66068609923042,300,2,608.604333
20260318_111348,2026-03-18T11:23:59,SPSA,258,0.6606861086404752,300,2,610.929775
20260318_111348,2026-03-18T11:24:02,SPSA,259,0.660681055096064,300,2,613.449352
20260318_111348,2026-03-18T11:24:04,SPSA,260,0.660680952742577,300,2,615.799417
20260318_111348,2026-03-18T11:24:06,SPSA,261,0.6606809464392694,300,2,618.167675
20260318_111348,2026-03-18T11:24:09,SPSA,262,0.6606805755754636,300,2,620.462602
20260318_111348,2026-03-18T11:24:11,SPSA,263,0.6606825525161267,300,2,622.76617
20260318_111348,2026-03-18T11:24:14,SPSA,264,0.6606814453361145,300,2,625.361938
20260318_111348,2026-03-18T11:24:16,SPSA,265,0.6606809978418835,300,2,627.852142
20260318_111348,2026-03-18T11:24:19,SPSA,266,0.6606812479632262,300,2,630.50447
20260318_111348,2026-03-18T11:24:21,SPSA,267,0.6606832355690332,300,2,632.996907
20260318_111348,2026-03-18T11:24:24,SPSA,268,0.6606818171392641,300,2,635.344651
20260318_111348,2026-03-18T11:24:26,SPSA,269,0.6606822609046599,300,2,637.647171
